date,sentiment
2024-08-28,positive
2024-08-28,negative
2024-08-28,neutral
2024-08-27,negative
2024-08-27,neutral
2024-08-26,neutral
2024-08-26,negative
2024-08-26,neutral
2024-08-23,neutral
2024-08-20,negative
2024-08-16,positive
2024-08-15,neutral
2024-08-15,positive
2024-08-15,negative
2024-08-14,positive
2024-08-14,negative
2024-08-13,negative
2024-08-12,positive
2024-08-12,negative
2024-08-12,neutral
2024-08-09,positive
2024-08-08,neutral
2024-08-07,negative
2024-08-07,neutral
2024-08-06,negative
2024-08-06,positive
2024-08-05,negative
2024-08-05,negative
2024-08-05,negative
2024-08-05,positive
2024-08-03,negative
2024-08-02,negative
2024-08-02,negative
2024-08-01,neutral
2024-08-01,negative
2024-08-01,neutral
2024-07-31,positive
2024-07-31,positive
2024-07-31,neutral
2024-07-31,positive
2024-07-30,negative
2024-07-30,neutral
2024-07-30,negative
2024-07-30,positive
2024-07-29,neutral
2024-07-29,neutral
2024-07-29,neutral
2024-07-26,negative
2024-07-26,neutral
2024-07-25,negative
2024-07-24,negative
2024-07-24,neutral
2024-07-24,negative
2024-07-22,positive
2024-07-22,neutral
2024-07-22,neutral
2024-07-19,positive
2024-07-19,positive
2024-07-17,neutral
2024-07-17,negative
2024-07-17,negative
2024-07-16,neutral
2024-07-15,negative
2024-07-12,positive
2024-07-11,negative
2024-07-11,negative
2024-07-09,neutral
2024-07-09,neutral
2024-07-09,neutral
2024-07-08,positive
2024-07-08,positive
2024-07-07,positive
2024-07-06,neutral
2024-07-05,negative
2024-07-03,positive
2024-07-03,neutral
2024-07-02,positive
2024-07-02,negative
2024-07-02,neutral
2024-07-02,neutral
2024-07-01,negative
2024-07-01,positive
2024-07-01,negative
2024-07-01,positive
2024-07-01,neutral
2024-06-27,positive
2024-06-26,negative
2024-06-26,positive
2024-06-25,neutral
2024-06-25,negative
2024-06-25,positive
2024-06-25,negative
2024-06-24,negative
2024-06-24,negative
2024-06-24,positive
2024-06-23,positive
2024-06-22,negative
2024-06-22,negative
2024-06-21,neutral
2024-06-20,neutral
2024-06-20,positive
2024-06-20,positive
2024-06-20,neutral
2024-06-20,positive
2024-06-18,negative
2024-06-18,neutral
2024-06-18,neutral
2024-06-18,neutral
2024-06-18,positive
2024-06-18,positive
2024-06-17,negative
2024-06-17,neutral
2024-06-11,neutral
2024-06-11,negative
2024-06-11,positive
2024-06-11,neutral
2024-06-11,positive
2024-06-10,neutral
2024-06-10,negative
2024-06-09,positive
2024-06-07,neutral
2024-06-07,positive
2024-06-07,neutral
2024-06-07,positive
2024-06-06,positive
2024-06-06,negative
2024-06-06,neutral
2024-06-06,neutral
2024-06-05,positive
2024-06-05,positive
2024-06-05,positive
2024-06-04,neutral
2024-06-04,neutral
2024-06-04,neutral
2024-06-04,neutral
2024-06-04,negative
2024-06-03,negative
2024-06-03,positive
2024-06-02,negative
2024-06-02,positive
2024-05-30,negative
2024-05-30,neutral
2024-05-29,negative
2024-05-29,neutral
2024-05-29,positive
2024-05-25,neutral
2024-05-24,negative
2024-05-24,negative
2024-05-23,negative
2024-05-23,negative
2024-05-23,positive
2024-05-23,positive
2024-05-23,negative
2024-05-22,positive
2024-05-22,positive
2024-05-22,negative
2024-05-22,positive
2024-05-22,positive
2024-05-22,neutral
2024-05-22,neutral
2024-05-22,negative
2024-05-22,neutral
2024-05-21,negative
2024-05-21,neutral
2024-05-21,neutral
2024-05-21,positive
2024-05-20,neutral
2024-05-20,positive
2024-05-20,positive
2024-05-19,negative
2024-05-19,neutral
2024-05-17,neutral
2024-05-17,neutral
2024-05-17,neutral
2024-05-16,positive
2024-05-16,positive
2024-05-15,neutral
2024-05-15,neutral
2024-05-15,neutral
2024-05-15,neutral
2024-05-15,negative
2024-05-14,negative
2024-05-13,neutral
2024-05-13,positive
2024-05-12,positive
2024-05-07,neutral
2024-05-07,negative
2024-05-07,negative
2024-05-02,negative
2024-05-01,neutral
2024-04-25,neutral
2024-04-25,positive
2024-04-24,positive
2024-04-24,neutral
2024-04-23,neutral
2024-04-23,positive
2024-04-22,negative
2024-04-19,negative
2024-04-19,neutral
2024-04-16,neutral
2024-04-16,neutral
2024-04-15,positive
2024-04-12,negative
2024-04-11,positive
2024-04-10,neutral
2024-04-10,negative
2024-04-10,negative
2024-04-09,positive
2024-04-08,negative
2024-04-04,negative
2024-04-04,neutral
2024-04-04,positive
2024-04-03,negative
2024-04-02,positive
2024-04-02,neutral
2024-04-01,negative
2024-03-26,negative
2024-03-26,neutral
2024-03-25,positive
2024-03-25,neutral
2024-03-22,neutral
2024-03-22,positive
2024-03-21,positive
2024-03-20,neutral
2024-03-20,neutral
2024-03-19,positive
2024-03-19,positive
2024-03-19,neutral
2024-03-19,neutral
2024-03-19,neutral
2024-03-19,positive
2024-03-18,positive
2024-03-18,neutral
2024-03-18,neutral
2024-03-16,negative
2024-03-15,positive
2024-03-15,positive
2024-03-15,neutral
2024-03-14,positive
2024-03-13,neutral
2024-03-12,positive
2024-03-11,negative
2024-03-11,negative
2024-03-11,negative
2024-03-07,negative
2024-03-07,positive
2024-03-07,negative
2024-03-07,positive
2024-03-07,neutral
2024-03-06,positive
2024-03-05,neutral
2024-03-04,positive
2024-03-04,negative
2024-03-01,positive
2024-02-29,neutral
2024-02-28,positive
2024-02-27,positive
2024-02-23,neutral
2024-02-23,positive
2024-02-22,negative
2024-02-22,positive
2024-02-22,positive
2024-02-22,positive
2024-02-22,positive
2024-02-22,positive
2024-02-22,neutral
2024-02-21,positive
2024-02-21,positive
2024-02-21,positive
2024-02-21,positive
2024-02-21,negative
2024-02-21,neutral
2024-02-20,neutral
2024-02-20,negative
2024-02-20,neutral
2024-02-20,neutral
2024-02-18,neutral
2024-02-17,neutral
2024-02-17,neutral
2024-02-16,neutral
2024-02-16,positive
2024-02-15,neutral
2024-02-14,neutral
2024-02-14,positive
2024-02-14,positive
2024-02-14,positive
2024-02-13,positive
2024-02-13,positive
2024-02-12,negative
2024-02-12,positive
2024-02-09,neutral
2024-02-07,positive
2024-02-06,negative
2024-02-06,neutral
2024-02-05,negative
2024-02-05,negative
2024-02-05,positive
2024-02-01,positive
2024-02-01,positive
2024-01-30,negative
2024-01-26,negative
2024-01-26,neutral
2024-01-25,positive
2024-01-25,positive
2024-01-24,neutral
2024-01-23,positive
2024-01-22,positive
2024-01-19,negative
2024-01-19,positive
2024-01-19,neutral
2024-01-19,positive
2024-01-18,neutral
2024-01-18,neutral
2024-01-15,neutral
2024-01-12,negative
2024-01-12,negative
2024-01-11,positive
2024-01-08,positive
2024-01-08,negative
2024-01-07,neutral
2024-01-05,positive
2024-01-05,neutral
2024-01-03,positive
2024-01-02,negative
2023-12-28,positive
2023-12-22,neutral
2023-12-20,neutral
2023-12-19,negative
2023-12-17,positive
2023-12-14,positive
2023-12-11,negative
2023-12-11,negative
2023-12-11,positive
2023-12-11,positive
2023-12-10,neutral
2023-12-08,neutral
2023-12-07,positive
2023-12-06,negative
2023-12-06,positive
2023-12-06,neutral
2023-12-05,neutral
2023-12-04,positive
2023-12-04,positive
2023-11-30,neutral
2023-11-29,negative
2023-11-29,neutral
2023-11-27,positive
2023-11-24,negative
2023-11-22,negative
2023-11-22,negative
2023-11-21,negative
2023-11-21,negative
2023-11-21,neutral
2023-11-21,positive
2023-11-21,negative
2023-11-21,positive
2023-11-21,negative
2023-11-20,neutral
2023-11-20,positive
2023-11-19,neutral
2023-11-17,positive
2023-11-15,positive
2023-11-14,negative
2023-11-14,neutral
2023-11-14,negative
2023-11-13,positive
2023-11-13,positive
2023-11-10,positive
2023-11-10,negative
2023-11-09,negative
2023-11-09,neutral
2023-11-06,neutral
2023-11-02,neutral
2023-11-01,negative
2023-11-01,positive
2023-11-01,negative
2023-10-31,negative
2023-10-31,negative
2023-10-29,positive
2023-10-25,neutral
2023-10-24,neutral
2023-10-24,neutral
2023-10-23,neutral
2023-10-21,negative
2023-10-18,negative
2023-10-18,neutral
2023-10-17,negative
2023-10-17,positive
2023-10-17,negative
2023-10-15,positive
2023-10-11,neutral
2023-10-11,positive
2023-10-10,positive
2023-10-10,neutral
2023-10-10,positive
2023-10-09,negative
2023-10-06,neutral
2023-10-06,negative
2023-10-03,positive
2023-10-03,neutral
2023-10-03,negative
2023-10-02,negative
2023-10-02,positive
2023-10-02,neutral
2023-10-02,positive
2023-09-29,negative
2023-09-29,neutral
2023-09-27,neutral
2023-09-25,negative
2023-09-25,neutral
2023-09-20,positive
2023-09-19,neutral
2023-09-19,positive
2023-09-11,positive
2023-09-08,neutral
2023-09-08,neutral
2023-09-07,positive
2023-09-01,neutral
2023-09-01,positive
2023-08-31,negative
2023-08-31,neutral
2023-08-30,neutral
2023-08-30,positive
2023-08-28,positive
2023-08-24,negative
2023-08-24,positive
2023-08-24,positive
2023-08-23,positive
2023-08-23,negative
2023-08-23,neutral
2023-08-23,positive
2023-08-23,negative
2023-08-22,negative
2023-08-22,neutral
2023-08-22,positive
2023-08-22,positive
2023-08-21,positive
2023-08-20,neutral
2023-08-17,positive
2023-08-16,negative
2023-08-16,positive
2023-08-15,positive
2023-08-15,negative
2023-08-15,positive
2023-08-14,neutral
2023-08-14,positive
2023-08-14,positive
2023-08-11,negative
2023-08-10,negative
2023-08-10,negative
2023-08-09,negative
2023-08-09,negative
2023-08-08,neutral
2023-08-07,neutral
2023-08-03,neutral
2023-08-02,neutral
2023-07-29,positive
2023-07-20,negative
2023-07-20,negative
2023-07-18,neutral
2023-07-17,negative
2023-07-17,positive
2023-07-14,positive
2023-07-12,positive
2023-07-12,neutral
2023-07-11,negative
2023-07-10,negative
2023-07-04,positive
2023-06-30,positive
2023-06-30,positive
2023-06-29,negative
2023-06-28,negative
2023-06-28,negative
2023-06-28,negative
2023-06-28,negative
2023-06-27,positive
2023-06-27,positive
2023-06-26,positive
2023-06-22,positive
2023-06-19,neutral
2023-06-16,positive
2023-06-14,positive
2023-06-13,positive
2023-06-07,neutral
2023-06-01,neutral
2023-05-31,negative
2023-05-31,positive
2023-05-30,positive
2023-05-30,positive
2023-05-30,positive
2023-05-30,neutral
2023-05-29,neutral
2023-05-29,neutral
2023-05-29,neutral
2023-05-29,neutral
2023-05-25,positive
2023-05-25,positive
2023-05-25,positive
2023-05-25,positive
2023-05-25,negative
2023-05-25,negative
2023-05-24,neutral
2023-05-24,positive
2023-05-24,positive
2023-05-24,negative
2023-05-23,neutral
2023-05-21,neutral
2023-05-19,negative
2023-05-18,positive
2023-05-13,neutral
2023-05-11,positive
2023-05-11,positive
2023-05-05,neutral
2023-05-03,negative
2023-05-01,negative
2023-05-01,positive
2023-05-01,positive
2023-04-25,negative
2023-04-18,negative
2023-04-18,positive
2023-04-17,negative
2023-04-14,negative
2023-04-12,negative
2023-04-06,positive
2023-04-06,negative
2023-04-05,negative
2023-04-05,negative
2023-03-29,positive
2023-03-29,positive
2023-03-25,neutral
2023-03-22,positive
2023-03-22,positive
2023-03-21,positive
2023-03-21,positive
2023-03-20,negative
2023-03-17,positive
2023-03-13,positive
2023-03-13,neutral
2023-03-13,neutral
2023-03-09,negative
2023-03-07,negative
2023-03-06,neutral
2023-03-06,negative
2023-03-06,negative
2023-03-01,negative
2023-02-27,positive
2023-02-25,negative
2023-02-23,positive
2023-02-23,positive
2023-02-23,positive
2023-02-23,neutral
2023-02-22,negative
2023-02-22,positive
2023-02-22,negative
2023-02-22,negative
2023-02-21,negative
2023-02-21,negative
2023-02-17,neutral
2023-02-14,neutral
2023-02-14,neutral
2023-02-14,positive
2023-02-10,negative
2023-02-08,negative
2023-02-07,positive
2023-02-02,positive
2023-01-31,positive
2023-01-30,negative
2023-01-27,negative
2023-01-27,negative
2023-01-25,negative
2023-01-23,positive
2023-01-22,neutral
2023-01-20,positive
2023-01-19,negative
2023-01-19,negative
2023-01-17,positive
2023-01-15,positive
2023-01-11,positive
2023-01-09,positive
2023-01-09,negative
2023-01-05,negative
2023-01-04,positive
2023-01-03,negative
2023-01-03,neutral
2022-12-29,positive
2022-12-27,negative
2022-12-24,negative
2022-12-22,negative
2022-12-22,negative
2022-12-22,negative
2022-12-16,negative
2022-12-16,neutral
2022-12-15,negative
2022-12-14,positive
2022-12-13,neutral
2022-12-13,positive
2022-12-13,negative
2022-12-10,neutral
2022-12-08,negative
2022-12-07,positive
2022-12-06,neutral
2022-12-06,positive
2022-12-05,neutral
2022-11-19,negative
2022-11-17,negative
2022-11-16,negative
2022-11-16,positive
2022-11-16,neutral
2022-11-16,neutral
2022-11-16,negative
2022-11-16,neutral
2022-11-16,positive
2022-11-16,negative
2022-11-15,positive
2022-11-14,negative
2022-11-14,positive
2022-11-12,negative
2022-11-09,negative
2022-11-08,positive
2022-11-08,neutral
2022-11-04,negative
2022-10-25,negative
2022-10-25,positive
2022-10-18,positive
2022-10-17,neutral
2022-10-17,positive
2022-10-11,negative
2022-10-10,negative
2022-10-10,negative
2022-10-09,positive
2022-10-07,negative
2022-10-04,negative
2022-10-03,negative
2022-09-29,negative
2022-09-29,negative
2022-09-27,negative
2022-09-22,negative
2022-09-22,neutral
2022-09-21,positive
2022-09-21,positive
2022-09-20,negative
2022-09-20,negative
2022-09-13,negative
2022-09-09,positive
2022-09-08,neutral
2022-09-06,positive
2022-09-02,negative
2022-09-02,negative
2022-09-01,negative
2022-09-01,negative
2022-08-31,negative
2022-08-27,negative
2022-08-26,neutral
2022-08-25,positive
2022-08-25,positive
2022-08-24,negative
2022-08-24,neutral
2022-08-24,positive
2022-08-24,negative
2022-08-23,negative
2022-08-23,negative
2022-08-22,negative
2022-08-22,neutral
2022-08-20,negative
2022-08-19,negative
2022-08-17,negative
2022-08-17,negative
2022-08-16,negative
2022-08-09,negative
2022-08-09,negative
2022-08-09,negative
2022-08-09,negative
2022-08-09,negative
2022-08-08,negative
2022-08-08,negative
2022-08-08,negative
2022-08-05,negative
2022-08-03,negative
2022-08-03,negative
2022-08-02,positive
2022-07-28,neutral
2022-07-28,negative
2022-07-27,positive
2022-07-27,neutral
2022-07-25,negative
2022-07-22,negative
2022-07-21,positive
2022-07-21,positive
2022-07-20,positive
2022-07-18,negative
2022-07-18,positive
2022-07-14,neutral
2022-07-14,negative
2022-07-12,negative
2022-07-12,negative
2022-07-11,negative
2022-07-11,negative
2022-07-07,positive
2022-07-04,negative
2022-07-01,negative
2022-06-30,negative
2022-06-29,negative
2022-06-28,negative
2022-06-24,positive
2022-06-21,positive
2022-06-21,neutral
2022-06-17,negative
2022-06-16,negative
2022-06-16,negative
2022-06-16,negative
2022-06-15,positive
2022-06-08,negative
2022-06-06,negative
2022-06-06,neutral
2022-06-03,negative
2022-06-02,positive
2022-06-01,neutral
2022-05-26,neutral
2022-05-26,negative
2022-05-25,negative
2022-05-25,neutral
2022-05-25,negative
2022-05-25,positive
2022-05-25,negative
2022-05-24,positive
2022-05-23,negative
2022-05-23,positive
2022-05-20,negative
2022-05-17,negative
2022-05-12,negative
2022-05-10,neutral
2022-05-06,negative
2022-05-03,negative
2022-05-02,positive
2022-05-01,positive
2022-04-29,negative
2022-04-24,positive
2022-04-14,neutral
2022-04-13,positive
2022-04-12,negative
2022-04-11,negative
2022-04-11,negative
2022-04-08,negative
2022-04-05,negative
2022-04-02,positive
2022-03-29,negative
2022-03-29,positive
2022-03-26,neutral
2022-03-25,neutral
2022-03-24,negative
2022-03-24,neutral
2022-03-24,negative
2022-03-23,neutral
2022-03-22,neutral
2022-03-18,neutral
2022-03-01,negative
2022-02-27,negative
2022-02-25,negative
2022-02-23,positive
2022-02-17,negative
2022-02-17,negative
2022-02-17,negative
2022-02-17,positive
2022-02-16,neutral
2022-02-16,neutral
2022-02-16,negative
2022-02-16,neutral
2022-02-16,positive
2022-02-16,neutral
2022-02-15,positive
2022-02-11,neutral
2022-02-11,negative
2022-02-09,negative
2022-02-08,negative
2022-02-08,negative
2022-02-07,negative
2022-02-05,neutral
2022-02-02,positive
2022-01-31,negative
2022-01-26,negative
2022-01-25,negative
2022-01-13,neutral
2022-01-10,negative
2022-01-10,neutral
2022-01-06,positive
2022-01-04,positive
2022-01-04,neutral
2022-01-03,positive
2021-12-27,positive
2021-12-22,neutral
2021-12-21,neutral
2021-12-15,positive
2021-12-10,negative
2021-12-06,negative
2021-12-06,neutral
2021-12-05,negative
2021-12-03,negative
2021-12-02,negative
2021-11-24,neutral
2021-11-22,negative
2021-11-20,neutral
2021-11-18,positive
2021-11-18,positive
2021-11-18,neutral
2021-11-17,neutral
2021-11-17,positive
2021-11-17,neutral
2021-11-17,positive
2021-11-16,negative
2021-11-15,negative
2021-11-14,neutral
2021-11-12,negative
2021-11-10,negative
2021-11-09,negative
2021-11-09,neutral
2021-11-09,positive
2021-11-08,positive
2021-11-04,negative
2021-11-04,positive
2021-11-04,positive
2021-10-27,negative
2021-10-26,negative
2021-10-26,positive
2021-10-22,positive
2021-10-21,neutral
2021-10-12,negative
2021-10-08,neutral
2021-10-06,positive
2021-10-05,positive
2021-09-30,neutral
2021-09-20,neutral
2021-09-08,neutral
2021-09-07,negative
2021-08-30,neutral
2021-08-29,negative
2021-08-27,neutral
2021-08-26,positive
2021-08-24,negative
2021-08-24,neutral
2021-08-20,negative
2021-08-19,positive
2021-08-18,positive
2021-08-18,positive
2021-08-18,positive
2021-08-18,positive
2021-08-17,positive
2021-08-04,positive
2021-08-03,negative
2021-07-30,negative
2021-07-25,neutral
2021-07-21,positive
2021-07-20,negative
2021-07-20,negative
2021-07-19,positive
2021-07-08,positive
2021-07-01,neutral
2021-07-01,positive
2021-06-28,neutral
2021-06-28,positive
2021-06-27,positive
2021-06-23,positive
2021-06-22,positive
2021-06-21,negative
2021-06-19,neutral
2021-06-17,positive
2021-06-15,negative
2021-06-13,neutral
2021-06-11,neutral
2021-06-08,neutral
2021-06-08,negative
2021-06-01,neutral
2021-05-27,positive
2021-05-27,positive
2021-05-26,positive
2021-05-26,neutral
2021-05-25,negative
2021-05-21,neutral
2021-05-18,neutral
2021-05-12,neutral
2021-05-11,positive
2021-05-05,positive
2021-04-29,neutral
2021-04-20,negative
2021-04-19,negative
2021-04-15,positive
2021-04-13,positive
2021-04-12,neutral
2021-04-12,negative
2021-04-09,neutral
2021-04-09,negative
2021-03-30,neutral
2021-03-23,positive
2021-03-15,negative
2021-02-25,neutral
2021-02-25,negative
2021-02-24,positive
2021-02-24,neutral
2021-02-24,positive
2021-02-23,negative
2021-02-18,neutral
2021-02-12,negative
2021-02-12,neutral
2021-02-11,negative
2021-02-08,negative
2021-01-09,neutral
2021-01-07,positive
2021-01-06,negative
2020-11-19,positive
2020-11-18,positive
2020-11-18,neutral
2020-11-18,neutral
2020-11-18,negative
2020-11-17,neutral
2020-11-16,positive
2020-11-16,positive
2020-11-10,positive
2020-11-06,negative
2020-11-03,negative
2020-10-21,negative
2020-10-09,negative
2020-10-06,positive
2020-10-05,neutral
2020-10-05,neutral
2020-10-05,neutral
2020-10-04,negative
2020-10-02,negative
2020-10-02,positive
2020-09-29,neutral
2020-09-25,neutral
2020-09-22,neutral
2020-09-21,negative
2020-09-15,positive
2020-09-14,positive
2020-09-13,neutral
2020-09-12,neutral
2020-09-02,positive
2020-09-01,neutral
2020-08-30,neutral
2020-08-20,positive
2020-08-20,negative
2020-08-19,neutral
2020-08-19,negative
2020-08-19,neutral
2020-08-19,positive
2020-08-18,positive
2020-08-17,positive
2020-08-17,positive
2020-08-11,neutral
2020-08-10,positive
2020-07-24,positive
2020-07-22,neutral
2020-07-14,positive
2020-07-10,positive
2020-07-08,positive
2020-07-07,positive
2020-06-25,positive
2020-06-23,neutral
2020-06-23,positive
2020-06-16,positive
2020-05-31,negative
2020-05-22,neutral
2020-05-22,neutral
2020-05-22,positive
2020-05-21,neutral
2020-05-21,neutral
2020-05-21,positive
2020-05-20,negative
2020-05-18,positive
2020-05-13,positive
2020-05-11,positive
2020-05-11,positive
2020-05-04,neutral
2020-04-21,negative
2020-04-13,negative
2020-04-06,positive
2020-03-26,neutral
2020-03-24,positive
2020-03-09,negative
2020-03-06,neutral
2020-03-02,negative
2020-02-25,negative
2020-02-18,positive
2020-02-14,positive
2020-02-13,positive
2020-02-13,neutral
2020-02-13,neutral
2020-02-12,negative
2020-02-12,positive
2020-02-11,positive
2020-02-10,positive
2020-01-23,positive
2020-01-13,positive
2020-01-10,positive
2019-12-31,positive
2019-12-20,positive
2019-12-19,positive
2019-12-16,positive
2019-12-13,neutral
2019-11-25,positive
